SiOx
250,1.5074460068,0
260,1.5023883118,0
270,1.4980003613,0
280,1.4941636611,0
290,1.490785646,0
300,1.4877929756,0
310,1.4851268126,0
320,1.4827394286,0
330,1.48059172,0
340,1.4786513615,0
350,1.4768914135,0
360,1.4752892582,0
370,1.4738257772,0
380,1.4724847094,0
390,1.4712521443,0
400,1.4701161186,0
410,1.4690662929,0
420,1.46809369,0
430,1.4671904819,0
440,1.4663498147,0
450,1.4655656654,0
460,1.4648327217,0
470,1.4641462825,0
480,1.4635021746,0
490,1.462896682,0
500,1.4623264867,0
510,1.4617886177,0
520,1.4612804081,0
530,1.460799458,0
540,1.4603436031,0
550,1.4599108865,0
560,1.4594995357,0
570,1.4591079416,0
580,1.4587346409,0
590,1.4583783,0
600,1.4580377017,0
610,1.4577117327,0
620,1.4573993736,0
630,1.4570996889,0
640,1.4568118192,0
650,1.4565349736,0
660,1.4562684235,0
670,1.4560114962,0
680,1.4557635705,0
690,1.4555240714,0
700,1.4552924663,0
710,1.4550682612,0
720,1.4548509976,0
730,1.4546402491,0
740,1.4544356188,0
750,1.454236737,0
760,1.4540432591,0
770,1.4538548631,0
780,1.4536712482,0
790,1.4534921333,0
800,1.4533172549,0
810,1.4531463661,0
820,1.4529792357,0
830,1.4528156462,0
840,1.4526553937,0
850,1.4524982861,0
860,1.4523441428,0
870,1.4521927939,0
880,1.4520440789,0
890,1.4518978469,0
900,1.451753955,0
910,1.4516122686,0
920,1.4514726603,0
930,1.4513350097,0
940,1.4511992028,0
950,1.4510651315,0
960,1.4509326937,0
970,1.4508017923,0
980,1.4506723353,0
990,1.4505442354,0
1000,1.4504174094,0
1010,1.4502917786,0
1020,1.4501672679,0
1030,1.4500438059,0
1040,1.4499213246,0
1050,1.4497997593,0
1060,1.4496790483,0
1070,1.4495591328,0
1080,1.4494399565,0
1090,1.4493214659,0
1100,1.4492036097,0
1110,1.4490863391,0
1120,1.4489696074,0
1130,1.4488533696,0
1140,1.4487375831,0
1150,1.4486222069,0
1160,1.4485072017,0
1170,1.4483925299,0
1180,1.4482781554,0
1190,1.4481640437,0
1200,1.4480501614,0
